StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage," "," ",Pref. (White asc.),Pref. (White desc.),Pref. (Black asc.),Pref. (Black desc.),Pref. explanation,Birth year,Gender,Gender_5_TEXT,"Hispanic ",Race,Political aff.,Political aff._4_TEXT,Independent Q,Education,Income
2022-12-02 11:00:40,2022-12-02 11:05:25,IP Address,172.56.88.18,100,285,True,2022-12-02 11:05:25,R_CjNA1mUVvbnzl85,,,,,29.4963,-98.4004,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,Its the one where the most people avoid going to jail. It's impossible to make all partys content,2002,Man,,Yes,White or Caucasian,No preference,,,Associates or technical degree,"$20,000 to $29,999"
2022-12-02 11:03:58,2022-12-02 11:07:27,IP Address,174.68.19.234,100,208,True,2022-12-02 11:07:27,R_W9vXNgXnWVrhnxv,,,,,30.0035,-90.0607,anonymous,EN,5 people who live far from court,5 White people,,Option B,,,"i tried to calculate what is the percentage for cost, and i divided the amount between groups .",1976,Man,,No,White or Caucasian,Independent,,Democrat,Bachelor’s degree,"$60,000 to $69,999"
2022-12-02 11:03:59,2022-12-02 11:08:11,IP Address,107.77.208.32,100,251,True,2022-12-02 11:08:11,R_3HtVGH6gST6QN7Q,,,,,41.8764,-87.6133,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,"It keeps the most people out of jail ",1986,Woman,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"$40,000 to $49,999"
2022-12-02 11:08:00,2022-12-02 11:11:21,IP Address,76.204.94.89,100,201,True,2022-12-02 11:11:22,R_31ZzO6KEmWOXqv3,,,,,29.6889,-95.3071,anonymous,EN,5 people who live far from court,5 Black people,,,Option C,,I thought it would be better for less white people in the budget but it keeps more people out of jail if there’s a 50/50 budget,1999,Woman,,Yes,White or Caucasian,Democrat,,,"Some college, but no degree","$10,000 to $19,999"
2022-12-02 11:08:44,2022-12-02 11:13:50,IP Address,50.86.50.181,100,305,True,2022-12-02 11:13:50,R_ptohhk6qUqEdjXj,,,,,32.2604,-90.0897,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,"Generally, African-Americans are incarcerated at a higher rate than Whites. Hence my giving more money to help African-Americans. ",1987,Man,,Yes,"White or Caucasian,American Indian/Native American or Alaska Native",Democrat,,,Bachelor’s degree,"$90,000 to $99,999"
2022-12-02 11:14:09,2022-12-02 11:15:29,IP Address,173.67.205.79,100,79,True,2022-12-02 11:15:30,R_3MhxJa6MVdsAkuS,,,,,39.0127,-77.5342,anonymous,EN,5 people who live far from court,5 White people,,Option C,,,It is the most fair allocation,1989,Woman,,No,Asian,Independent,,Democrat,Bachelor’s degree,Prefer not to say
2022-12-02 11:11:26,2022-12-02 11:15:35,IP Address,74.215.209.70,100,248,True,2022-12-02 11:15:35,R_aWS8B2s4vgwDTl7,,,,,38.6297,-84.5731,anonymous,EN,5 people who live far from court,5 Black people,,,Option D,,"Since the majority of black people live farther away, I would mostly be providing rides to those who were further away. I would actually prefer to divide the budget by those who live the farthest. That way, even though everyone can't get a ride the ones who need it the most can get it",1994,Woman,,Yes,White or Caucasian,Democrat,,,High school diploma or GED,"$10,000 to $19,999"
2022-12-02 11:21:51,2022-12-02 11:24:49,IP Address,104.240.108.118,100,177,True,2022-12-02 11:24:49,R_1mVrQVvPB5nyqe8,,,,,40.4424,-89.0669,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,"I just wanted to pick the option that allowed the highest number of people to avoid jail. ",1975,Woman,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"Less than $10,000"
2022-12-02 11:19:44,2022-12-02 11:25:28,IP Address,97.106.173.150,100,343,True,2022-12-02 11:25:28,R_2b2IEQDS3aiUmCq,,,,,27.8044,-82.2759,anonymous,EN,5 people who live far from court,5 Black people,,,Option C,,I was interested in maximizing the number of people who avoid jail altogether while also recognizing that Metropolis' Black population are more likely to need transportation assistance.,1994,Woman,,No,Black or African American,Independent,,Democrat,"Some college, but no degree","$30,000 to $39,999"
2022-12-02 11:22:16,2022-12-02 11:26:21,IP Address,174.206.100.184,100,245,True,2022-12-02 11:26:21,R_3EMtxLoO3BINlrT,,,,,37.4612,-77.395,anonymous,EN,5 people who live far from court,5 Black people,,,,Option B,"It gave a majority of funds to those that needed it most but still allowed for a higher number of people to benefit ",1988,Woman,,No,White or Caucasian,Independent,,Democrat,Bachelor’s degree,"$100,000 to $149,999"
2022-12-02 12:39:19,2022-12-02 12:42:50,Survey Preview,,100,210,True,2022-12-02 12:42:52,R_27eck3TVvWF63pZ,,,,,37.4405,-122.1478,preview,EN,5 people who live far from court,5 Black people,,,Option B,,Bcuz,1970,Prefer not to say,,No,Prefer not to say,No preference,,,Prefer not to say,Prefer not to say
2022-12-06 09:04:46,2022-12-06 09:08:33,IP Address,45.46.66.71,100,226,True,2022-12-06 09:08:33,R_tJntOBkBl6jIDJL,,,,,42.4617,-75.0534,anonymous,EN,5 people who live far from court,5 White people,,Option C,,,I think it should be divided equally.,1972,Woman,,No,Asian,No preference,,,"Some college, but no degree","$100,000 to $149,999"
2022-12-06 09:12:54,2022-12-06 09:15:27,IP Address,166.196.107.62,100,153,True,2022-12-06 09:15:28,R_1nOSiZ4BlzRV6Kw,,,,,39.9544,-75.1657,anonymous,EN,5 people who live far from court,5 Black people,,,Option C,,It's only fair that each group gets funding proportional to its population,1991,Man,,No,White or Caucasian,Independent,,Democrat,Bachelor’s degree,"$90,000 to $99,999"
2022-12-06 09:17:02,2022-12-06 09:19:08,IP Address,69.212.103.199,100,126,True,2022-12-06 09:19:09,R_QfwZpATka65SDv3,,,,,32.339,-97.4163,anonymous,EN,5 people who live far from court,5 Black people,,,Option B,,"It was the option that avoided more people out of jail. ",1994,Woman,,No,White or Caucasian,Republican,,,Bachelor’s degree,"$80,000 to $89,999"
2022-12-06 09:32:27,2022-12-06 09:34:27,IP Address,166.194.154.40,100,119,True,2022-12-06 09:34:27,R_3CAVRrHjDopTbmE,,,,,35.2426,-80.741,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,The most people avoided jail in this scenario.,1989,Woman,,No,White or Caucasian,Republican,,,Associates or technical degree,"$60,000 to $69,999"
2022-12-06 09:36:43,2022-12-06 09:40:35,IP Address,173.28.111.222,100,232,True,2022-12-06 09:40:35,R_3JyvjHAYVFWU3Pr,,,,,41.3497,-88.8415,anonymous,EN,5 people who live far from court,5 Black people,,,Option C,,I think it should always be even when we do things.,1988,Man,,No,White or Caucasian,Democrat,,,High school diploma or GED,"$10,000 to $19,999"
2022-12-06 09:40:51,2022-12-06 09:42:39,IP Address,98.25.0.40,100,107,True,2022-12-06 09:42:39,R_1pnVS9swYaB8m3n,,,,,34.1416,-80.8886,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,The most people avoided jail.,1984,Woman,,No,American Indian/Native American or Alaska Native,Independent,,Republican,Bachelor’s degree,"$90,000 to $99,999"
2022-12-06 09:42:13,2022-12-06 09:44:07,IP Address,73.130.113.230,100,113,True,2022-12-06 09:44:08,R_2uPb7xHdojThTAI,,,,,40.3362,-75.9153,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,I would like for the greatest amount of people to avoid jail,2003,Non-binary,,No,White or Caucasian,Other,,,"Some college, but no degree","$30,000 to $39,999"
2022-12-06 09:43:52,2022-12-06 09:46:01,IP Address,170.140.104.132,100,128,True,2022-12-06 09:46:02,R_1LpWK5i12k0Ty9w,,,,,33.7941,-84.325,anonymous,EN,5 people who live far from court,5 White people,Option B,,,,"Even though it is not ""equal,"" it will maximize the amount of people who avoid jailtime due to not making it to court.",1997,Man,,No,White or Caucasian,Other,socialist,,Bachelor’s degree,"$80,000 to $89,999"
2022-12-06 09:43:28,2022-12-06 09:48:44,IP Address,172.89.217.128,100,316,True,2022-12-06 09:48:45,R_3Je22Gu8T9ZGI2F,,,,,33.7082,-117.2392,anonymous,EN,5 people who live far from court,5 Black people,,,,Option D,I would want to help most people avoid jail regardless of their race.,1962,Man,,Yes,White or Caucasian,Democrat,,,Associates or technical degree,"$20,000 to $29,999"
2022-12-06 09:48:02,2022-12-06 09:49:41,IP Address,98.115.47.99,100,99,True,2022-12-06 09:49:41,R_r3i75jbvamjJOUx,,,,,40.058,-75.1876,anonymous,EN,5 people who live far from court,5 Black people,,,,Option A,They need it more,1990,Man,,No,Black or African American,Independent,,Democrat,Bachelor’s degree,"$150,000 or more"
2022-12-06 09:51:59,2022-12-06 09:53:10,IP Address,174.210.160.95,100,71,True,2022-12-06 09:53:10,R_2VydKLIm6OnrID8,,,,,38.9592,-94.5961,anonymous,EN,5 people who live far from court,5 White people,Option B,,,,Most good is done in the form of fewer people in jail,1996,Non-binary,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"Less than $10,000"
2022-12-06 09:52:08,2022-12-06 09:53:22,IP Address,98.61.206.182,100,73,True,2022-12-06 09:53:22,R_3qr1ToQHPXr2ak6,,,,,44.9548,-93.1551,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,"The highest amount of people avoid jail ",1998,Woman,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"$10,000 to $19,999"
2022-12-06 09:52:32,2022-12-06 09:54:20,IP Address,70.40.83.180,100,107,True,2022-12-06 09:54:20,R_3m3MYNfbBZWhdkF,,,,,33.8797,-78.5191,anonymous,EN,5 people who live far from court,5 Black people,,,Option B,,Highest number of people avoiding jail,1959,Woman,,No,White or Caucasian,Independent,,Republican,Bachelor’s degree,"$70,000 to $79,999"
2022-12-06 09:51:16,2022-12-06 09:54:41,IP Address,129.49.105.129,100,205,True,2022-12-06 09:54:41,R_1pnW35TqobaZOnm,,,,,40.8108,-73.3667,anonymous,EN,5 people who live far from court,5 Black people,,,,Option C,I feel that the funds should be distributed equally among the groups.,1959,Woman,,No,White or Caucasian,Independent,,Democrat,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$80,000 to $89,999"
2022-12-06 09:51:07,2022-12-06 09:57:58,IP Address,100.38.82.33,100,411,True,2022-12-06 09:57:58,R_23gDWsKhd5z06Ir,,,,,40.68,-73.775,anonymous,EN,5 people who live far from court,5 White people,,Option C,,,It is fair for everyone,2000,Man,,No,Black or African American,No preference,,,"Some college, but no degree","Less than $10,000"
2022-12-06 09:57:37,2022-12-06 09:59:17,IP Address,136.35.106.221,100,99,True,2022-12-06 09:59:18,R_tRvngcHmh6FNWp3,,,,,38.9321,-94.4983,anonymous,EN,5 people who live far from court,5 White people,,Option B,,,Because the funds should be allocated in a way that covers most of the cost for both groups.,1989,Man,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"$100,000 to $149,999"
2022-12-06 09:56:29,2022-12-06 09:59:53,IP Address,67.190.176.100,100,203,True,2022-12-06 09:59:53,R_2ZE8346TqmQJgxn,,,,,39.872,-105.0405,anonymous,EN,5 people who live far from court,5 Black people,,,Option C,,"It's fair. The priority should be being fair to all, and the next priority should be prevention of jail time.",1990,Man,,No,Asian,Democrat,,,"Some college, but no degree","$90,000 to $99,999"
2022-12-06 09:58:25,2022-12-06 10:00:16,IP Address,107.77.231.123,100,111,True,2022-12-06 10:00:17,R_1KkwwHLWXL6mqep,,,,,33.9576,-118.267,anonymous,EN,5 people who live far from court,5 Black people,,,,Option C,"I wanted to help the most people avoid jail but that would result in blacks- 30% which is unfair so I did a 50-50 split. ",1989,Man,,No,White or Caucasian,Democrat,,,"Some college, but no degree","Less than $10,000"
2022-12-06 09:58:10,2022-12-06 10:00:32,IP Address,128.61.71.225,100,142,True,2022-12-06 10:00:33,R_1M0cHZkShJEZR8L,,,,,33.8621,-84.4198,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,the most people avoided jail,1994,Man,,No,White or Caucasian,Democrat,,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$60,000 to $69,999"
2022-12-06 09:59:10,2022-12-06 10:02:56,IP Address,76.93.182.43,100,225,True,2022-12-06 10:02:56,R_1pG7dJ4fggqh582,,,,,33.0035,-117.0696,anonymous,EN,5 people who live far from court,5 Black people,,,Option D,,I want to level the playing field for black people who have been unfairly and systematically disenfranchised by the justice system.,1987,Man,,No,Asian,Democrat,,,"Some college, but no degree","$50,000 to $59,999"
2022-12-06 10:00:28,2022-12-06 10:03:04,IP Address,172.58.4.75,100,156,True,2022-12-06 10:03:05,R_3fdgBqeeu8q8Y0x,,,,,33.8895,-84.2921,anonymous,EN,5 people who live far from court,5 Black people,,Option D,,,How many people avoid jail time,2000,Woman,,No,Black or African American,Democrat,,,High school diploma or GED,"$10,000 to $19,999"
2022-12-06 09:43:06,2022-12-06 10:03:45,IP Address,173.79.7.138,100,1239,True,2022-12-06 10:03:46,R_1C1iabxp5Uqbwbi,,,,,38.7911,-77.5264,anonymous,EN,5 people who live far from court,5 Black people,,,Option D,,"I believe that resources, especially free resources provided by a government entity, should be distributed on the basis of equity. Black people live farther from the court, so more of them probably need help. I don't want to choose Option E, as some white people probably need help too.",2003,Man,,No,Asian,Democrat,,,"Some college, but no degree","$100,000 to $149,999"
2022-12-06 09:59:51,2022-12-06 10:03:52,IP Address,76.188.8.153,100,241,True,2022-12-06 10:03:53,R_YawNuxyNVpOZjyx,,,,,40.7354,-82.522,anonymous,EN,5 people who live far from court,5 White people,Option C,,,,Trying to keep it 50/50.,1980,Woman,,No,White or Caucasian,Other,They all lie,,Associates or technical degree,"$60,000 to $69,999"
2022-12-06 10:01:00,2022-12-06 10:04:28,IP Address,73.217.0.180,100,207,True,2022-12-06 10:04:28,R_2uUKUFMg2xwOlNN,,,,,39.9038,-104.9419,anonymous,EN,5 people who live far from court,5 White people,Option D,,,,it seemed it was the best option with the cost difference of being far from town,1980,Man,,Yes,Asian,Democrat,,,Bachelor’s degree,"$50,000 to $59,999"
2022-12-06 10:03:00,2022-12-06 10:04:28,IP Address,71.226.174.19,100,87,True,2022-12-06 10:04:28,R_1nYF2Cx2HcdcSYr,,,,,32.7147,-79.9526,anonymous,EN,5 people who live far from court,5 Black people,,,,Option C,"Tough choice between C and D, I chose C since it kept the second most people out of jail while matching the city's racial demographics",1994,Man,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"$100,000 to $149,999"
2022-12-06 10:00:41,2022-12-06 10:04:56,IP Address,207.254.246.124,100,254,True,2022-12-06 10:04:57,R_2pPP10r208hB9W2,,,,,32.5434,-93.7011,anonymous,EN,5 people who live far from court,5 Black people,,,,Option B,"Because black residents have to pay more, that means they will be less likely to afford the ride, and need more assistance. The white residents are more likely to be able to get to the courthouse via cheaper methods. As well, the numbers of amount of people it helped avoid jail I feel wouldn't be correct in a realistic scenario, Option B felt like it would actually prevent more people going to jail in real life application.",1994,Woman,,No,White or Caucasian,Independent,,Democrat,Associates or technical degree,"$30,000 to $39,999"
2022-12-06 10:03:31,2022-12-06 10:05:03,IP Address,134.56.175.209,100,91,True,2022-12-06 10:05:03,R_2e50nhr2csiH8lw,,,,,26.935,-80.1178,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,I want the most people to avoid jail because jail costs tax payers an absurd amount of money and there are better ways to handle a lot of crimes than incarceration,1989,Man,,No,White or Caucasian,Republican,,,Bachelor’s degree,"$100,000 to $149,999"
2022-12-06 10:03:00,2022-12-06 10:05:08,IP Address,160.19.1.85,100,128,True,2022-12-06 10:05:08,R_eVgZ9cX7wEc9Io9,,,,,36.8504,-76.2886,anonymous,EN,5 people who live far from court,5 White people,Option C,,,,It seems to be most fair.,1998,Woman,,Yes,White or Caucasian,Independent,,Republican,Bachelor’s degree,"$50,000 to $59,999"
2022-12-06 10:02:32,2022-12-06 10:05:32,IP Address,73.119.158.190,100,179,True,2022-12-06 10:05:32,R_307bJwnmSmA4ETU,,,,,42.9429,-71.5222,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,"Because it would be the least amount of overall people getting jailed, which I think is worth the costs.",1990,Man,,No,White or Caucasian,Independent,,Democrat,High school diploma or GED,"$30,000 to $39,999"
2022-12-06 10:03:16,2022-12-06 10:06:36,IP Address,68.238.186.248,100,199,True,2022-12-06 10:06:36,R_2tG4Rqm7DZWCAsK,,,,,39.6732,-75.7121,anonymous,EN,5 people who live far from court,5 Black people,,,Option C,,"I really didn't understand the math here, so 50% seemed to make the most sense.",2000,Woman,,No,White or Caucasian,Democrat,,,"Some college, but no degree","$100,000 to $149,999"
2022-12-06 10:05:14,2022-12-06 10:06:46,IP Address,98.28.33.27,100,92,True,2022-12-06 10:06:47,R_swlJXFHZhthAFnX,,,,,41.0413,-83.6461,anonymous,EN,5 people who live far from court,5 Black people,,,,Option B,Black people live further from the courthouse so need more money,1994,Woman,,No,White or Caucasian,Republican,,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more"
2022-12-06 10:04:16,2022-12-06 10:06:47,IP Address,107.0.4.254,100,151,True,2022-12-06 10:06:47,R_8p5K98KmeiYvaX7,,,,,42.1597,-88.1414,anonymous,EN,5 people who live far from court,5 Black people,,,Option D,,I think more should be given to  the people who live farther away since they have a harder time getting there,1988,Woman,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"$40,000 to $49,999"
2022-12-06 10:04:43,2022-12-06 10:06:57,IP Address,67.190.93.230,100,134,True,2022-12-06 10:06:58,R_cHkept4ZYASEQeJ,,,,,39.872,-105.0405,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,The primary aim of this initiative is to keep more people out of jail. Option D is the most effective at this.,1996,Man,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"$80,000 to $89,999"
2022-12-06 10:04:58,2022-12-06 10:07:00,IP Address,100.7.69.122,100,122,True,2022-12-06 10:07:01,R_2yjVXciiiUHQDGl,,,,,37.5109,-77.6429,anonymous,EN,5 people who live far from court,5 Black people,,,,Option B,"Since it's more expensive for black people who live farther away, I think they should have a fair amount more funding and more people to go versus white people who are less costly. ",1975,Woman,,No,White or Caucasian,Republican,,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more"
2022-12-06 10:03:08,2022-12-06 10:07:05,IP Address,24.129.106.189,100,236,True,2022-12-06 10:07:06,R_5cDspQH1ffW3XUt,,,,,30.2183,-81.5621,anonymous,EN,5 people who live far from court,5 White people,Option B,,,,best option to minimize persons missing court,1980,Man,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"$100,000 to $149,999"
